Awards,Awards_won,Awards_nominated,Prime_Awards_won,Prime_Awards_nominated,Oscar_Awards_nominated,Oscar_Awards_won,Golden_Globe_Awards_nominated,Golden_Globe_Awards_won,BAFTA_nominated,BAFTA_won,Total_Won_Awards,Total_Nominated_Awards
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0,2,6
Nominated for 1 Golden Globe. Another 21 wins & 59 nominations.,21,59,0,0,0,0,1,0,0,0,21,60
Nominated for 1 Golden Globe. Another 16 wins & 26 nominations.,16,26,0,0,0,0,1,0,0,0,16,27
2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,2,3
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0,0,8,6
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0,2,18
16 nominations.,0,16,0,0,0,0,0,0,0,0,0,16
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
6 wins & 11 nominations.,6,11,0,0,0,0,0,0,0,0,6,11
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Nominated for 2 Oscars. Another 48 wins & 92 nominations.,48,92,0,0,2,0,0,0,0,0,48,94
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Nominated for 1 Oscar. Another 3 wins & 45 nominations.,3,45,0,0,1,0,0,0,0,0,3,46
Won 1 Primetime Emmy. Another 1 win & 5 nominations.,1,5,1,0,0,0,0,0,0,0,2,5
9 wins & 3 nominations.,9,3,0,0,0,0,0,0,0,0,9,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Won 3 Oscars. Another 234 wins & 312 nominations.,234,312,0,0,0,3,0,0,0,0,237,312
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
7 nominations.,0,7,0,0,0,0,0,0,0,0,0,7
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
3 wins.,3,0,0,0,0,0,0,0,0,0,3,0
Nominated for 2 Primetime Emmys. Another 1 win & 2 nominations.,1,2,0,2,0,0,0,0,0,0,1,4
1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0,1,6
4 wins.,4,0,0,0,0,0,0,0,0,0,4,0
10 wins & 23 nominations.,10,23,0,0,0,0,0,0,0,0,10,23
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
Nominated for 2 Primetime Emmys. Another 4 wins & 15 nominations.,4,15,0,2,0,0,0,0,0,0,4,17
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
Nominated for 1 Oscar. Another 12 wins & 71 nominations.,12,71,0,0,1,0,0,0,0,0,12,72
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Won 1 Golden Globe. Another 4 wins & 16 nominations.,4,16,0,0,0,0,0,1,0,0,5,16
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0,2,18
9 wins & 13 nominations.,9,13,0,0,0,0,0,0,0,0,9,13
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 nominations.,0,5,0,0,0,0,0,0,0,0,0,5
Nominated for 3 Oscars. Another 11 wins & 69 nominations.,11,69,0,0,3,0,0,0,0,0,11,72
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Nominated for 3 Primetime Emmys. Another 2 wins & 48 nominations.,2,48,0,3,0,0,0,0,0,0,2,51
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
4 wins & 12 nominations.,4,12,0,0,0,0,0,0,0,0,4,12
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
3 wins & 9 nominations.,3,9,0,0,0,0,0,0,0,0,3,9
2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,2,3
8 wins & 11 nominations.,8,11,0,0,0,0,0,0,0,0,8,11
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0,3,4
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 28 nominations.,1,28,0,0,0,0,0,0,0,0,1,28
13 wins & 11 nominations.,13,11,0,0,0,0,0,0,0,0,13,11
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Won 1 Oscar. Another 13 wins & 53 nominations.,13,53,0,0,0,1,0,0,0,0,14,53
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
19 wins & 21 nominations.,19,21,0,0,0,0,0,0,0,0,19,21
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0,1,8
3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0,3,4
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Nominated for 1 Golden Globe. Another 3 wins & 27 nominations.,3,27,0,0,0,0,1,0,0,0,3,28
7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0,7,4
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
Nominated for 1 Oscar. Another 64 wins & 169 nominations.,64,169,0,0,1,0,0,0,0,0,64,170
3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0,3,7
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
Won 4 Oscars. Another 122 wins & 213 nominations.,122,213,0,0,0,4,0,0,0,0,126,213
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
3 wins & 11 nominations.,3,11,0,0,0,0,0,0,0,0,3,11
3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0,3,4
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
Won 2 Oscars. Another 72 wins & 57 nominations.,72,57,0,0,0,2,0,0,0,0,74,57
3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0,3,5
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Nominated for 1 Oscar. Another 6 wins & 45 nominations.,6,45,0,0,1,0,0,0,0,0,6,46
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0,5,2
11 nominations.,0,11,0,0,0,0,0,0,0,0,0,11
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Nominated for 1 Primetime Emmy. Another 1 win & 5 nominations.,1,5,0,1,0,0,0,0,0,0,1,6
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
7 wins & 18 nominations.,7,18,0,0,0,0,0,0,0,0,7,18
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win & 19 nominations.,1,19,0,0,0,0,0,0,0,0,1,19
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
23 wins & 27 nominations.,23,27,0,0,0,0,0,0,0,0,23,27
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Nominated for 2 Primetime Emmys. Another 2 wins & 21 nominations.,2,21,0,2,0,0,0,0,0,0,2,23
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
Nominated for 6 Golden Globes. Another 43 wins & 92 nominations.,43,92,0,0,0,0,6,0,0,0,43,98
3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0,0,3,7
4 wins & 3 nominations.,4,3,0,0,0,0,0,0,0,0,4,3
2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0,0,2,7
Won 3 Primetime Emmys. Another 2 wins & 17 nominations.,2,17,3,0,0,0,0,0,0,0,5,17
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
11 nominations.,0,11,0,0,0,0,0,0,0,0,0,11
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0,4,5
14 wins & 26 nominations.,14,26,0,0,0,0,0,0,0,0,14,26
4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0,4,9
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
3 wins.,3,0,0,0,0,0,0,0,0,0,3,0
2 wins & 9 nominations.,2,9,0,0,0,0,0,0,0,0,2,9
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
4 wins & 8 nominations.,4,8,0,0,0,0,0,0,0,0,4,8
3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0,3,3
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
5 wins & 9 nominations.,5,9,0,0,0,0,0,0,0,0,5,9
6 nominations.,0,6,0,0,0,0,0,0,0,0,0,6
4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0,0,4,9
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
4 nominations.,0,4,0,0,0,0,0,0,0,0,0,4
11 wins & 6 nominations.,11,6,0,0,0,0,0,0,0,0,11,6
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0,5,2
Nominated for 1 Golden Globe. Another 12 wins & 35 nominations.,12,35,0,0,0,0,1,0,0,0,12,36
7 wins & 3 nominations.,7,3,0,0,0,0,0,0,0,0,7,3
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
4 nominations.,0,4,0,0,0,0,0,0,0,0,0,4
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
7 wins & 4 nominations.,7,4,0,0,0,0,0,0,0,0,7,4
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0,1,6
3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0,3,4
8 nominations.,0,8,0,0,0,0,0,0,0,0,0,8
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
10 wins & 38 nominations.,10,38,0,0,0,0,0,0,0,0,10,38
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
Won 2 Golden Globes. Another 7 wins & 54 nominations.,7,54,0,0,0,0,0,2,0,0,9,54
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
7 wins & 2 nominations.,7,2,0,0,0,0,0,0,0,0,7,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0,4,2
Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,6,0,1,0,0,0,0,0,0,1,7
4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0,4,7
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0,1,6
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
Nominated for 2 Golden Globes. Another 10 wins & 46 nominations.,10,46,0,0,0,0,2,0,0,0,10,48
8 nominations.,0,8,0,0,0,0,0,0,0,0,0,8
13 wins & 8 nominations.,13,8,0,0,0,0,0,0,0,0,13,8
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0,0,4,5
2 wins & 15 nominations.,2,15,0,0,0,0,0,0,0,0,2,15
1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0,1,6
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0,0,5,2
10 wins & 2 nominations.,10,2,0,0,0,0,0,0,0,0,10,2
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Nominated for 1 Primetime Emmy. Another 30 nominations.,0,30,0,1,0,0,0,0,0,0,0,31
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0,4,6
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Nominated for 1 Primetime Emmy. Another 2 wins & 4 nominations.,2,4,0,1,0,0,0,0,0,0,2,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
7 nominations.,0,7,0,0,0,0,0,0,0,0,0,7
4 nominations.,0,4,0,0,0,0,0,0,0,0,0,4
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
18 wins & 5 nominations.,18,5,0,0,0,0,0,0,0,0,18,5
1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0,1,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
6 wins & 13 nominations.,6,13,0,0,0,0,0,0,0,0,6,13
1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0,1,8
4 wins.,4,0,0,0,0,0,0,0,0,0,4,0
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Nominated for 4 Primetime Emmys. Another 12 nominations.,0,12,0,4,0,0,0,0,0,0,0,16
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0,4,2
Won 1 Primetime Emmy. Another 1 win & 4 nominations.,1,4,1,0,0,0,0,0,0,0,2,4
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
20 wins & 32 nominations.,20,32,0,0,0,0,0,0,0,0,20,32
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
9 nominations.,0,9,0,0,0,0,0,0,0,0,0,9
Nominated for 1 Oscar. Another 38 wins & 74 nominations.,38,74,0,0,1,0,0,0,0,0,38,75
3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0,3,3
1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0,1,11
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
19 wins & 10 nominations.,19,10,0,0,0,0,0,0,0,0,19,10
15 wins & 27 nominations.,15,27,0,0,0,0,0,0,0,0,15,27
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
3 nominations.,0,3,0,0,0,0,0,0,0,0,0,3
6 nominations.,0,6,0,0,0,0,0,0,0,0,0,6
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
6 wins & 15 nominations.,6,15,0,0,0,0,0,0,0,0,6,15
3 wins & 5 nominations.,3,5,0,0,0,0,0,0,0,0,3,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
6 wins & 19 nominations.,6,19,0,0,0,0,0,0,0,0,6,19
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 wins & 4 nominations.,5,4,0,0,0,0,0,0,0,0,5,4
5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0,5,6
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0,0,4,6
Won 5 Primetime Emmys. Another 7 wins & 23 nominations.,7,23,5,0,0,0,0,0,0,0,12,23
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0,2,6
6 wins & 12 nominations.,6,12,0,0,0,0,0,0,0,0,6,12
3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0,0,3,2
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
12 wins & 10 nominations.,12,10,0,0,0,0,0,0,0,0,12,10
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 wins & 15 nominations.,5,15,0,0,0,0,0,0,0,0,5,15
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0,4,7
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Won 1 Oscar. Another 2 wins & 1 nomination.,2,1,0,0,0,1,0,0,0,0,3,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
4 wins & 14 nominations.,4,14,0,0,0,0,0,0,0,0,4,14
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
20 wins & 19 nominations.,20,19,0,0,0,0,0,0,0,0,20,19
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0,0,6,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,2,3
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
3 wins & 12 nominations.,3,12,0,0,0,0,0,0,0,0,3,12
8 nominations.,0,8,0,0,0,0,0,0,0,0,0,8
5 nominations.,0,5,0,0,0,0,0,0,0,0,0,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 nominations.,0,5,0,0,0,0,0,0,0,0,0,5
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0,1,5
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0,1,4
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
6 nominations.,0,6,0,0,0,0,0,0,0,0,0,6
2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0,2,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0,2,5
2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0,2,3
1 win & 12 nominations.,1,12,0,0,0,0,0,0,0,0,1,12
1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0,1,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
3 wins & 17 nominations.,3,17,0,0,0,0,0,0,0,0,3,17
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0,1,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
5 nominations.,0,5,0,0,0,0,0,0,0,0,0,5
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
Won 2 Primetime Emmys. Another 3 wins & 5 nominations.,3,5,2,0,0,0,0,0,0,0,5,5
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
Won 1 Primetime Emmy. Another 1 nomination.,0,1,1,0,0,0,0,0,0,0,1,1
1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0,1,3
6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0,0,6,4
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
8 wins & 2 nominations.,8,2,0,0,0,0,0,0,0,0,8,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
3 wins & 8 nominations.,3,8,0,0,0,0,0,0,0,0,3,8
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0,4,11
5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0,0,5,6
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
6 nominations.,0,6,0,0,0,0,0,0,0,0,0,6
8 wins.,8,0,0,0,0,0,0,0,0,0,8,0
15 wins & 30 nominations.,15,30,0,0,0,0,0,0,0,0,15,30
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 wins.,2,0,0,0,0,0,0,0,0,0,2,0
Won 1 Primetime Emmy. Another 1 win & 21 nominations.,1,21,1,0,0,0,0,0,0,0,2,21
1 nomination.,0,1,0,0,0,0,0,0,0,0,0,1
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0,1,1
2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0,2,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
2 nominations.,0,2,0,0,0,0,0,0,0,0,0,2
1 win.,1,0,0,0,0,0,0,0,0,0,1,0
Nominated for 1 Golden Globe. Another 8 wins & 16 nominations.,8,16,0,0,0,0,1,0,0,0,8,17
Won 1 Primetime Emmy. Another 2 wins.,2,0,1,0,0,0,0,0,0,0,3,0
7 wins & 8 nominations.,7,8,0,0,0,0,0,0,0,0,7,8
